上榜日期,证券号码,证券简称,今日涨幅,买入额（万）,卖出额（万）,净买入（万）, 所属营业部, 游资名称
2025-09-05,603595,东尼电子,3.4100%,842.85万,0,842.85万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-05,603370,华新精科,%,2938.41万,0,2938.41万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-05,601606,长城军工,0.2800%,1.48亿,0,1.48亿,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-05,600697,欧亚集团,1.0700%,1375.1万,0,1375.1万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-05,301658,首航新能,20.0000%,504.76万,554.49万,-49.73万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-05,300763,锦浪科技,7.8400%,8495.16万,8488.08万,7.08万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-05,300651,金陵体育,-7.3700%,1409.77万,638.8万,770.97万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-05,300410,正业科技,2.8200%,1332.72万,459.82万,872.89万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-05,002547,春兴精工,1.7600%,2218.74万,1878.02万,340.72万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-05,002370,亚太药业,0.5000%,537.23万,459.65万,77.57万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-05,002305,*ST南置,2.5100%,799.41万,809.26万,-9.84万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-05,002265,建设工业,-1.0100%,2652.18万,3329.88万,-677.69万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-05,002251,步步高,1.0000%,4266.34万,2921.38万,1344.96万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-05,002173,创新医疗,0.2600%,2974.72万,2056.73万,917.98万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-05,002067,景兴纸业,0.0000%,1855.53万,2264万,-408.47万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-05,920056,能之光,%,440.09万,131.72万,308.36万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-05,688638,誉辰智能,-0.1300%,0,306.58万,-306.58万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-05,605188,国光连锁,0.3700%,1356.77万,0,1356.77万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-05,603595,东尼电子,3.4100%,0,785.91万,-785.91万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-05,603370,华新精科,%,2606.09万,0,2606.09万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-05,601929,吉视传媒,1.0900%,0,5451.15万,-5451.15万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-05,601218,吉鑫科技,0.2200%,0,410万,-410万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-05,600749,西藏旅游,-0.0800%,964.6万,0,964.6万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-05,300651,金陵体育,-7.3700%,1073万,417.46万,655.53万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-05,300410,正业科技,2.8200%,1327.57万,496.86万,830.71万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-05,002547,春兴精工,1.7600%,2000.05万,1910.55万,89.49万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-05,600977,中国电影,0.0900%,0,1181.89万,-1181.89万,东方财富证券股份有限公司山南香曲东路证券营业部,T王
2025-09-05,603709,中源家居,0.7500%,1069.88万,0,1069.88万,中信证券股份有限公司杭州凤起路证券营业部,N周二
2025-09-04,603626,科森科技,1.3000%,3630.61万,0,3630.61万,东莞证券股份有限公司四川分公司,苏南帮
2025-09-04,002156,通富微电,1.2400%,373.1万,8940.25万,-8567.15万,东莞证券股份有限公司四川分公司,苏南帮
2025-09-04,688110,东芯股份,0.0300%,4254.33万,0,4254.33万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-04,603948,建业股份,0.7600%,1628.15万,0,1628.15万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-04,603881,数据港,4.7600%,2351.3万,0,2351.3万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-04,601099,太平洋,1.0300%,0,5078.74万,-5078.74万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-04,600580,卧龙电驱,1.4600%,1.06亿,0,1.06亿,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-04,301488,豪恩汽电,1.2000%,1531.74万,1109.61万,422.12万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-04,301357,北方长龙,1.0400%,2456.4万,2436.06万,20.34万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-04,002742,*ST三圣,0.0000%,288.38万,355.83万,-67.45万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-04,002630,ST华西,0.3700%,1486.4万,1619.3万,-132.9万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-04,002530,金财互联,2.2100%,1694.35万,1972.66万,-278.3万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-04,000908,ST景峰,1.5300%,502.87万,477.4万,25.46万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-04,688110,东芯股份,0.0300%,3960.86万,0,3960.86万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,603881,数据港,4.7600%,3044.02万,0,3044.02万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,603843,*ST正平,0.7000%,602.08万,0,602.08万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,603177,德创环保,-0.7500%,1744.32万,0,1744.32万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,603163,圣晖集成,2.2300%,666.53万,0,666.53万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,601086,国芳集团,1.7800%,0,670万,-670万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,600580,卧龙电驱,1.4600%,1.32亿,0,1.32亿,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,301658,首航新能,20.0000%,447.18万,286.34万,160.83万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,300997,欢乐家,0.7700%,308.05万,492.83万,-184.78万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,002630,ST华西,0.3700%,1217.9万,1213.31万,4.58万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,002547,春兴精工,1.7600%,3013.44万,1288.93万,1724.5万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,002251,步步高,1.0000%,584.44万,2445.88万,-1861.43万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,002195,岩山科技,1.1100%,1.15亿,5698.95万,5814.05万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,002131,利欧股份,0.5900%,6552.21万,6678.8万,-126.59万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,002115,三维通信,1.0400%,4238.76万,3953.6万,285.16万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,002067,景兴纸业,0.0000%,3037.22万,1086.26万,1950.96万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,000981,山子高科,0.9400%,4887.34万,4550.09万,337.24万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-04,688110,东芯股份,0.0300%,4105.77万,0,4105.77万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,603881,数据港,4.7600%,2945.19万,0,2945.19万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,603843,*ST正平,0.7000%,333.02万,0,333.02万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,603177,德创环保,-0.7500%,1593.13万,0,1593.13万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,601086,国芳集团,1.7800%,0,680.69万,-680.69万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,600721,百花医药,0.9500%,1547.36万,0,1547.36万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,600580,卧龙电驱,1.4600%,1.13亿,0,1.13亿,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,301658,首航新能,20.0000%,495.34万,415.1万,80.23万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,301488,豪恩汽电,1.2000%,1463.24万,1112.15万,351.08万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,301357,北方长龙,1.0400%,2868.48万,2547.71万,320.77万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,300997,欢乐家,0.7700%,181.26万,441.73万,-260.46万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,002742,*ST三圣,0.0000%,153.85万,262.36万,-108.5万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,002630,ST华西,0.3700%,1150.22万,1106.87万,43.34万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,002547,春兴精工,1.7600%,2809.21万,1143.78万,1665.42万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,002131,利欧股份,0.5900%,5790.08万,9830.71万,-4040.62万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,001380,华纬科技,2.7800%,1207.64万,944.93万,262.7万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,000981,山子高科,0.9400%,5126.5万,3338.28万,1788.21万,东方财富证券股份有限公司拉萨东环路第二证券营业部,T王
2025-09-04,688110,东芯股份,0.0300%,4270.15万,0,4270.15万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-04,603881,数据港,4.7600%,2338.68万,0,2338.68万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-04,603843,*ST正平,0.7000%,0,316.68万,-316.68万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-04,601086,国芳集团,1.7800%,0,737.99万,-737.99万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-04,301357,北方长龙,1.0400%,2190.61万,2280.6万,-89.98万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-04,002742,*ST三圣,0.0000%,262.31万,235.66万,26.64万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-04,002630,ST华西,0.3700%,1300.09万,1479.08万,-178.99万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-04,002547,春兴精工,1.7600%,2701.88万,1042.72万,1659.16万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-04,002530,金财互联,2.2100%,1042.35万,1679.98万,-637.63万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-04,002251,步步高,1.0000%,448.63万,2199.23万,-1750.6万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-04,002131,利欧股份,0.5900%,5644.59万,4605.03万,1039.55万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-04,002067,景兴纸业,0.0000%,2688.93万,585.93万,2102.99万,东方财富证券股份有限公司拉萨东环路第一证券营业部,T王
2025-09-04,300570,太辰光,6.4400%,3059.59万,726.37万,2333.21万,国金证券股份有限公司上海奉贤区金碧路证券营业部,T王
2025-09-04,603843,*ST正平,0.7000%,325.8万,0,325.8万,东方财富证券股份有限公司山南香曲东路证券营业部,T王
2025-09-04,601086,国芳集团,1.7800%,0,630.66万,-630.66万,东方财富证券股份有限公司山南香曲东路证券营业部,T王
2025-09-04,301357,北方长龙,1.0400%,1819.52万,2470.04万,-650.52万,东方财富证券股份有限公司山南香曲东路证券营业部,T王
2025-09-04,000908,ST景峰,1.5300%,74.06万,341.23万,-267.17万,东方财富证券股份有限公司山南香曲东路证券营业部,T王
2025-09-04,603177,德创环保,-0.7500%,0,2251.74万,-2251.74万,中信证券股份有限公司杭州凤起路证券营业部,N周二
2025-09-03,603626,科森科技,1.3000%,0,4344.4万,-4344.4万,华泰证券股份有限公司南京江宁天元东路证券营业部,苏南帮
2025-09-03,600545,卓郎智能,10.1300%,1583.68万,0,1583.68万,东海证券股份有限公司南京洪武北路证券营业部,苏南帮
2025-09-03,688585,上纬新材,%,1962.35万,0,1962.35万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-03,301488,豪恩汽电,1.2000%,2249.68万,1243.17万,1006.5万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-03,301357,北方长龙,1.0400%,957.53万,1817.34万,-859.81万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-03,000519,中兵红箭,-0.6300%,1361.41万,936.98万,424.43万,东方财富证券股份有限公司拉萨团结路第二证券营业部,T王
2025-09-03,688585,上纬新材,%,1695.8万,0,1695.8万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-03,603626,科森科技,1.3000%,0,4502.77万,-4502.77万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-03,603177,德创环保,-0.7500%,510.14万,0,510.14万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-03,603051,鹿山新材,3.4700%,325.22万,0,325.22万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-03,601929,吉视传媒,1.0900%,0,1.06亿,-1.06亿,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-03,601606,长城军工,0.2800%,6356.93万,0,6356.93万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-03,600967,内蒙一机,-2.3000%,1858.32万,0,1858.32万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
2025-09-03,600715,文投控股,0.8800%,0,1833.71万,-1833.71万,东方财富证券股份有限公司拉萨团结路第一证券营业部,T王
